company_id,company_name,companyHR_id,company_location,company_email,company_website
59,ByteSolutions,59,Bahawalpur,bytesolutions@example.com,bytesolutions.com
60,WebGenius,60,Sukkur,webgenius@example.com,webgenius.com
61,DataCloud Innovations,61,Nawabshah,datacloudinnovations@example.com,datacloudinnovations.com
62,CodeNest Co.,62,Sukkur,codenestco.@example.com,codenestco..com
63,CyberMatrix Innovations,63,Sukkur,cybermatrixinnovations@example.com,cybermatrixinnovations.com
64,InfoMatrix Systems,64,Sialkot,infomatrixsystems@example.com,infomatrixsystems.com
65,CloudTech Solutions,65,Faisalabad,cloudtechsolutions@example.com,cloudtechsolutions.com
66,WebTech Innovations,66,Sialkot,webtechinnovations@example.com,webtechinnovations.com
67,CloudSphere Solutions,67,Hyderabad,cloudspheresolutions@example.com,cloudspheresolutions.com
68,CloudGenius,68,Abbottabad,cloudgenius@example.com,cloudgenius.com
69,WebMatrix,69,Rawalpindi,webmatrix@example.com,webmatrix.com
70,CodeSavvy,70,Rawalpindi,codesavvy@example.com,codesavvy.com
71,InfoGenius Systems,71,Karachi,infogeniussystems@example.com,infogeniussystems.com
72,TechLogic,72,Bahawalpur,techlogic@example.com,techlogic.com
73,CyberMatrix,73,Islamabad,cybermatrix@example.com,cybermatrix.com
74,ByteWorks Co.,74,Rawalpindi,byteworksco.@example.com,byteworksco..com
75,TechForge Solutions,75,Abbottabad,techforgesolutions@example.com,techforgesolutions.com
76,ByteGenix,76,Rawalpindi,bytegenix@example.com,bytegenix.com
77,CloudLogic,77,Rawalpindi,cloudlogic@example.com,cloudlogic.com
78,TechMatrix,78,Karachi,techmatrix@example.com,techmatrix.com
79,ByteGenix,79,Bahawalpur,bytegenix@example.com,bytegenix.com
80,WebSphere Innovations,80,Multan,websphereinnovations@example.com,websphereinnovations.com
81,InfoNinja Systems,81,Lahore,infoninjasystems@example.com,infoninjasystems.com
82,CodeSavvy,82,Peshawar,codesavvy@example.com,codesavvy.com
83,WebSphere Innovations,83,Sukkur,websphereinnovations@example.com,websphereinnovations.com
84,TechEdge Co.,84,Peshawar,techedgeco.@example.com,techedgeco..com
85,CyberForge Solutions,85,Nawabshah,cyberforgesolutions@example.com,cyberforgesolutions.com
86,WebLogic,86,Karachi,weblogic@example.com,weblogic.com
87,TechForge,87,Karachi,techforge@example.com,techforge.com
88,NetCraft Innovations,88,Islamabad,netcraftinnovations@example.com,netcraftinnovations.com
89,WebWizard Solutions,89,Peshawar,webwizardsolutions@example.com,webwizardsolutions.com
90,InfoGenius Systems,90,Rawalpindi,infogeniussystems@example.com,infogeniussystems.com
91,CyberMatrix Solutions,91,Multan,cybermatrixsolutions@example.com,cybermatrixsolutions.com
92,CyberStorm Technologies,92,Hyderabad,cyberstormtechnologies@example.com,cyberstormtechnologies.com
93,CloudWorks,93,Bahawalpur,cloudworks@example.com,cloudworks.com
94,InfoCloud Co.,94,Faisalabad,infocloudco.@example.com,infocloudco..com
95,CloudStorm Solutions,95,Islamabad,cloudstormsolutions@example.com,cloudstormsolutions.com
96,ByteWorks Co.,96,Karachi,byteworksco.@example.com,byteworksco..com
97,ByteWorks,97,Hyderabad,byteworks@example.com,byteworks.com
98,DataGenius Co.,98,Gujranwala,datageniusco.@example.com,datageniusco..com
99,ByteEdge,99,Karachi,byteedge@example.com,byteedge.com
100,CloudEdge Solutions,100,Bahawalpur,cloudedgesolutions@example.com,cloudedgesolutions.com
101,NetPulse Innovations,101,Islamabad,netpulseinnovations@example.com,netpulseinnovations.com
102,TechSavvy,102,Sialkot,techsavvy@example.com,techsavvy.com
103,ByteTech,103,Hyderabad,bytetech@example.com,bytetech.com
104,ByteWise Solutions,104,Peshawar,bytewisesolutions@example.com,bytewisesolutions.com
105,CodeWise,105,Hyderabad,codewise@example.com,codewise.com
106,WebCompass,106,Islamabad,webcompass@example.com,webcompass.com
107,CyberMatrix,107,Faisalabad,cybermatrix@example.com,cybermatrix.com
108,TechSavvy,108,Faisalabad,techsavvy@example.com,techsavvy.com
109,TechMatrix Co.,109,Hyderabad,techmatrixco.@example.com,techmatrixco..com
110,CodeLogic,110,Peshawar,codelogic@example.com,codelogic.com
111,WebSphere Innovations,111,Sialkot,websphereinnovations@example.com,websphereinnovations.com
112,TechVision,112,Quetta,techvision@example.com,techvision.com
113,InnoGenius,113,Gujranwala,innogenius@example.com,innogenius.com
114,InnoNest Technologies,114,Quetta,innonesttechnologies@example.com,innonesttechnologies.com
115,DataCraft,115,Nawabshah,datacraft@example.com,datacraft.com
116,CloudBurst Technologies,116,Peshawar,cloudbursttechnologies@example.com,cloudbursttechnologies.com
117,TechWorks,117,Hyderabad,techworks@example.com,techworks.com
118,CodeSphere Co.,118,Faisalabad,codesphereco.@example.com,codesphereco..com
119,CloudWorks,119,Rawalpindi,cloudworks@example.com,cloudworks.com
120,NetPulse Innovations,120,Karachi,netpulseinnovations@example.com,netpulseinnovations.com
121,ByteEdge,121,Peshawar,byteedge@example.com,byteedge.com
122,DataStream,122,Sialkot,datastream@example.com,datastream.com
123,CodeCraft Solutions,123,Rawalpindi,codecraftsolutions@example.com,codecraftsolutions.com
124,ByteWorks,124,Quetta,byteworks@example.com,byteworks.com
125,NetWise Technologies,125,Karachi,netwisetechnologies@example.com,netwisetechnologies.com
126,InfoWorks Co.,126,Nawabshah,infoworksco.@example.com,infoworksco..com
127,CloudCompass,127,Hyderabad,cloudcompass@example.com,cloudcompass.com
128,CyberEdge Innovations,128,Abbottabad,cyberedgeinnovations@example.com,cyberedgeinnovations.com
129,ByteSphere,129,Hyderabad,bytesphere@example.com,bytesphere.com
130,TechPulse,130,Gujranwala,techpulse@example.com,techpulse.com
131,ByteSphere Systems,131,Islamabad,bytespheresystems@example.com,bytespheresystems.com
132,ByteSphere,132,Karachi,bytesphere@example.com,bytesphere.com
133,CodeCloud,133,Rawalpindi,codecloud@example.com,codecloud.com
134,InnoSphere,134,Multan,innosphere@example.com,innosphere.com
135,InnoSoft Technologies,135,Hyderabad,innosofttechnologies@example.com,innosofttechnologies.com
136,InnoTech Innovations,136,Nawabshah,innotechinnovations@example.com,innotechinnovations.com
137,InfoStream Innovations,137,Lahore,infostreaminnovations@example.com,infostreaminnovations.com
138,CyberSphere,138,Nawabshah,cybersphere@example.com,cybersphere.com
139,InfoSphere Innovations,139,Karachi,infosphereinnovations@example.com,infosphereinnovations.com
140,InnoCloud,140,Faisalabad,innocloud@example.com,innocloud.com
141,CyberWorks,141,Hyderabad,cyberworks@example.com,cyberworks.com
142,CodeCraft Solutions,142,Lahore,codecraftsolutions@example.com,codecraftsolutions.com
143,CloudForge,143,Sukkur,cloudforge@example.com,cloudforge.com
144,TechSphere,144,Karachi,techsphere@example.com,techsphere.com
145,CyberEdge,145,Nawabshah,cyberedge@example.com,cyberedge.com
146,CyberVerse,146,Sialkot,cyberverse@example.com,cyberverse.com
147,CyberMatrix Solutions,147,Nawabshah,cybermatrixsolutions@example.com,cybermatrixsolutions.com
148,InnoWare Innovations,148,Faisalabad,innowareinnovations@example.com,innowareinnovations.com
149,TechGenie,149,Abbottabad,techgenie@example.com,techgenie.com
150,CyberMatrix Co.,150,Gujranwala,cybermatrixco.@example.com,cybermatrixco..com
151,InnoWorks Solutions,151,Sialkot,innoworkssolutions@example.com,innoworkssolutions.com
152,InfoTech,152,Quetta,infotech@example.com,infotech.com
153,WebSphere Systems,153,Faisalabad,webspheresystems@example.com,webspheresystems.com
154,CodeCraft Co.,154,Peshawar,codecraftco.@example.com,codecraftco..com
155,InfoSphere,155,Hyderabad,infosphere@example.com,infosphere.com
156,NetWorks Co.,156,Islamabad,networksco.@example.com,networksco..com
157,NetVantage Technologies,157,Sukkur,netvantagetechnologies@example.com,netvantagetechnologies.com
158,DataCompass Solutions,158,Peshawar,datacompasssolutions@example.com,datacompasssolutions.com
159,CyberMatrix,159,Faisalabad,cybermatrix@example.com,cybermatrix.com
160,NetWise Technologies,160,Hyderabad,netwisetechnologies@example.com,netwisetechnologies.com
161,CloudSphere Systems,161,Quetta,cloudspheresystems@example.com,cloudspheresystems.com
162,TechSphere Co.,162,Faisalabad,techsphereco.@example.com,techsphereco..com
163,CyberNest Solutions,163,Abbottabad,cybernestsolutions@example.com,cybernestsolutions.com
164,InnoSphere,164,Quetta,innosphere@example.com,innosphere.com
165,TechPulse,165,Gujranwala,techpulse@example.com,techpulse.com
166,CodeSphere Innovations,166,Faisalabad,codesphereinnovations@example.com,codesphereinnovations.com
167,CyberMatrix,167,Multan,cybermatrix@example.com,cybermatrix.com
168,ByteSolutions,168,Karachi,bytesolutions@example.com,bytesolutions.com
169,InnoTech Innovations,169,Quetta,innotechinnovations@example.com,innotechinnovations.com
170,InnoTech Solutions,170,Abbottabad,innotechsolutions@example.com,innotechsolutions.com
171,ByteSavvy,171,Quetta,bytesavvy@example.com,bytesavvy.com
172,CloudGenix,172,Lahore,cloudgenix@example.com,cloudgenix.com
173,InfoSphere Innovations,173,Karachi,infosphereinnovations@example.com,infosphereinnovations.com
174,CyberNet Solutions,174,Abbottabad,cybernetsolutions@example.com,cybernetsolutions.com
175,NetCraft Innovations,175,Lahore,netcraftinnovations@example.com,netcraftinnovations.com
176,CloudStorm Solutions,176,Rawalpindi,cloudstormsolutions@example.com,cloudstormsolutions.com
177,ByteWise Solutions,177,Gujranwala,bytewisesolutions@example.com,bytewisesolutions.com
178,DataPlex,178,Gujranwala,dataplex@example.com,dataplex.com
179,ByteWorks,179,Islamabad,byteworks@example.com,byteworks.com
180,NetStream Technologies,180,Faisalabad,netstreamtechnologies@example.com,netstreamtechnologies.com
181,InfoNet Innovations,181,Sialkot,infonetinnovations@example.com,infonetinnovations.com
182,DataGenix Solutions,182,Sialkot,datagenixsolutions@example.com,datagenixsolutions.com
183,InnoWorks Solutions,183,Quetta,innoworkssolutions@example.com,innoworkssolutions.com
184,ByteForge Technologies,184,Multan,byteforgetechnologies@example.com,byteforgetechnologies.com
185,ByteSphere,185,Multan,bytesphere@example.com,bytesphere.com
186,CloudLogic,186,Faisalabad,cloudlogic@example.com,cloudlogic.com
187,InnoTech Co.,187,Peshawar,innotechco.@example.com,innotechco..com
188,NetGenius Technologies,188,Nawabshah,netgeniustechnologies@example.com,netgeniustechnologies.com
189,InnovaTech Solutions,189,Islamabad,innovatechsolutions@example.com,innovatechsolutions.com
190,ByteSphere Solutions,190,Lahore,bytespheresolutions@example.com,bytespheresolutions.com
191,CloudStream,191,Rawalpindi,cloudstream@example.com,cloudstream.com
192,ByteGenix,192,Rawalpindi,bytegenix@example.com,bytegenix.com
193,ByteEdge Technologies,193,Sialkot,byteedgetechnologies@example.com,byteedgetechnologies.com
194,TechSphere Innovations,194,Gujranwala,techsphereinnovations@example.com,techsphereinnovations.com
195,CodeNest Co.,195,Nawabshah,codenestco.@example.com,codenestco..com
196,InnoStream,196,Rawalpindi,innostream@example.com,innostream.com
197,WebSphere Co.,197,Sialkot,websphereco.@example.com,websphereco..com
198,TechNest Innovations,198,Sukkur,technestinnovations@example.com,technestinnovations.com
199,InfoNest Technologies,199,Sialkot,infonesttechnologies@example.com,infonesttechnologies.com
200,InnoWorks Solutions,200,Faisalabad,innoworkssolutions@example.com,innoworkssolutions.com
201,ByteWorks Innovations,201,Quetta,byteworksinnovations@example.com,byteworksinnovations.com
202,NetMatrix Technologies,202,Islamabad,netmatrixtechnologies@example.com,netmatrixtechnologies.com
203,InfoCloud Co.,203,Karachi,infocloudco.@example.com,infocloudco..com
204,WebWizard Solutions,204,Rawalpindi,webwizardsolutions@example.com,webwizardsolutions.com
205,ByteLogic,205,Nawabshah,bytelogic@example.com,bytelogic.com
206,CyberForge Solutions,206,Sukkur,cyberforgesolutions@example.com,cyberforgesolutions.com
207,CloudForge,207,Sukkur,cloudforge@example.com,cloudforge.com
208,WebSphere Technologies,208,Rawalpindi,webspheretechnologies@example.com,webspheretechnologies.com
209,ByteWorks,209,Abbottabad,byteworks@example.com,byteworks.com
210,WebWorks Systems,210,Karachi,webworkssystems@example.com,webworkssystems.com
211,ByteWorks Co.,211,Peshawar,byteworksco.@example.com,byteworksco..com
212,TechBurst,212,Gujranwala,techburst@example.com,techburst.com
213,WebLogic,213,Peshawar,weblogic@example.com,weblogic.com
214,WebSphere Technologies,214,Nawabshah,webspheretechnologies@example.com,webspheretechnologies.com
215,InnoStream,215,Quetta,innostream@example.com,innostream.com
216,NetFusion Technologies,216,Sukkur,netfusiontechnologies@example.com,netfusiontechnologies.com
217,CloudScape,217,Gujranwala,cloudscape@example.com,cloudscape.com
218,DataStream Solutions,218,Quetta,datastreamsolutions@example.com,datastreamsolutions.com
219,InfoSphere Innovations,219,Faisalabad,infosphereinnovations@example.com,infosphereinnovations.com
220,WebLogic Innovations,220,Islamabad,weblogicinnovations@example.com,weblogicinnovations.com
221,TechForge,221,Multan,techforge@example.com,techforge.com
222,TechWave Innovations,222,Faisalabad,techwaveinnovations@example.com,techwaveinnovations.com
223,ByteForge Technologies,223,Faisalabad,byteforgetechnologies@example.com,byteforgetechnologies.com
224,TechCraft Solutions,224,Gujranwala,techcraftsolutions@example.com,techcraftsolutions.com
225,DataDynamix,225,Nawabshah,datadynamix@example.com,datadynamix.com
226,NetFusion Technologies,226,Faisalabad,netfusiontechnologies@example.com,netfusiontechnologies.com
227,TechNest,227,Faisalabad,technest@example.com,technest.com
228,InnoLogic Co.,228,Sukkur,innologicco.@example.com,innologicco..com
229,ByteGenix,229,Islamabad,bytegenix@example.com,bytegenix.com
230,DataNest Innovations,230,Hyderabad,datanestinnovations@example.com,datanestinnovations.com
231,InnoWorks,231,Nawabshah,innoworks@example.com,innoworks.com
232,CyberWise,232,Islamabad,cyberwise@example.com,cyberwise.com
233,DataStream Technologies,233,Sialkot,datastreamtechnologies@example.com,datastreamtechnologies.com
234,ByteStorm Solutions,234,Peshawar,bytestormsolutions@example.com,bytestormsolutions.com
235,WebCrafters Co.,235,Lahore,webcraftersco.@example.com,webcraftersco..com
236,DataGenius Co.,236,Faisalabad,datageniusco.@example.com,datageniusco..com
237,TechSavvy Solutions,237,Islamabad,techsavvysolutions@example.com,techsavvysolutions.com
238,InnoGenius,238,Hyderabad,innogenius@example.com,innogenius.com
239,DataStream Innovations,239,Islamabad,datastreaminnovations@example.com,datastreaminnovations.com
240,InnoNest Technologies,240,Faisalabad,innonesttechnologies@example.com,innonesttechnologies.com
241,ByteSavvy,241,Sukkur,bytesavvy@example.com,bytesavvy.com
242,WebMatrix,242,Gujranwala,webmatrix@example.com,webmatrix.com
243,TechNest Innovations,243,Bahawalpur,technestinnovations@example.com,technestinnovations.com
244,WebSphere Technologies,244,Quetta,webspheretechnologies@example.com,webspheretechnologies.com
245,WebCrafters,245,Nawabshah,webcrafters@example.com,webcrafters.com
246,TechSavvy Innovations,246,Gujranwala,techsavvyinnovations@example.com,techsavvyinnovations.com
247,CloudLogic Systems,247,Abbottabad,cloudlogicsystems@example.com,cloudlogicsystems.com
248,ByteWise Solutions,248,Peshawar,bytewisesolutions@example.com,bytewisesolutions.com
249,NetStorm Technologies,249,Peshawar,netstormtechnologies@example.com,netstormtechnologies.com
250,ByteCompass Innovations,250,Gujranwala,bytecompassinnovations@example.com,bytecompassinnovations.com
251,DataStream Technologies,251,Rawalpindi,datastreamtechnologies@example.com,datastreamtechnologies.com
252,CloudSavvy,252,Abbottabad,cloudsavvy@example.com,cloudsavvy.com
253,NetForge Systems,253,Bahawalpur,netforgesystems@example.com,netforgesystems.com
254,CyberTech Solutions,254,Gujranwala,cybertechsolutions@example.com,cybertechsolutions.com
255,TechForge Innovations,255,Sukkur,techforgeinnovations@example.com,techforgeinnovations.com
256,NetForge Co.,256,Sialkot,netforgeco.@example.com,netforgeco..com
257,DataPlex,257,Lahore,dataplex@example.com,dataplex.com
258,InnoTech Solutions,258,Karachi,innotechsolutions@example.com,innotechsolutions.com
259,NetCraft Innovations,259,Sukkur,netcraftinnovations@example.com,netcraftinnovations.com
260,CloudGenix,260,Nawabshah,cloudgenix@example.com,cloudgenix.com
261,WebWise Solutions,261,Hyderabad,webwisesolutions@example.com,webwisesolutions.com
262,WebGenius Innovations,262,Sukkur,webgeniusinnovations@example.com,webgeniusinnovations.com
263,DataCrafters,263,Sialkot,datacrafters@example.com,datacrafters.com
264,CodeCraft Solutions,264,Sukkur,codecraftsolutions@example.com,codecraftsolutions.com
265,CodeMaster Systems,265,Rawalpindi,codemastersystems@example.com,codemastersystems.com
266,CyberStream,266,Hyderabad,cyberstream@example.com,cyberstream.com
267,CyberSolutions,267,Hyderabad,cybersolutions@example.com,cybersolutions.com
268,NetSavvy,268,Quetta,netsavvy@example.com,netsavvy.com
269,CodeSavvy,269,Faisalabad,codesavvy@example.com,codesavvy.com
270,DataSphere,270,Hyderabad,datasphere@example.com,datasphere.com
271,DataFusion Co.,271,Sukkur,datafusionco.@example.com,datafusionco..com
272,DataStream,272,Lahore,datastream@example.com,datastream.com
273,NetWise Technologies,273,Islamabad,netwisetechnologies@example.com,netwisetechnologies.com
274,Innovative Solutions Co.,274,Multan,innovativesolutionsco.@example.com,innovativesolutionsco..com
275,TechStorm,275,Multan,techstorm@example.com,techstorm.com
276,TechNest Innovations,276,Gujranwala,technestinnovations@example.com,technestinnovations.com
277,CloudNinja,277,Gujranwala,cloudninja@example.com,cloudninja.com
278,CloudLogic Systems,278,Sialkot,cloudlogicsystems@example.com,cloudlogicsystems.com
279,WebCompass,279,Rawalpindi,webcompass@example.com,webcompass.com
280,TechLogic,280,Rawalpindi,techlogic@example.com,techlogic.com
281,ByteSavvy,281,Islamabad,bytesavvy@example.com,bytesavvy.com
282,DataCraft,282,Sialkot,datacraft@example.com,datacraft.com
283,DataCompass Solutions,283,Peshawar,datacompasssolutions@example.com,datacompasssolutions.com
284,WebCompass,284,Sukkur,webcompass@example.com,webcompass.com
285,InnoSoft Technologies,285,Sukkur,innosofttechnologies@example.com,innosofttechnologies.com
286,WebSphere Systems,286,Peshawar,webspheresystems@example.com,webspheresystems.com
287,InnoSphere Co.,287,Peshawar,innosphereco.@example.com,innosphereco..com
288,ByteLogic Co.,288,Islamabad,bytelogicco.@example.com,bytelogicco..com
289,NetSphere Technologies,289,Multan,netspheretechnologies@example.com,netspheretechnologies.com
290,ByteSavvy,290,Multan,bytesavvy@example.com,bytesavvy.com
291,WebSphere,291,Nawabshah,websphere@example.com,websphere.com
292,NetLogic Systems,292,Abbottabad,netlogicsystems@example.com,netlogicsystems.com
293,CodeWave Solutions,293,Peshawar,codewavesolutions@example.com,codewavesolutions.com
294,ByteStorm Solutions,294,Quetta,bytestormsolutions@example.com,bytestormsolutions.com
295,CloudGenius,295,Karachi,cloudgenius@example.com,cloudgenius.com
296,CodeWise,296,Karachi,codewise@example.com,codewise.com
297,CodeNest Co.,297,Abbottabad,codenestco.@example.com,codenestco..com
298,CodeCrafters,298,Sukkur,codecrafters@example.com,codecrafters.com
299,CyberVerse,299,Abbottabad,cyberverse@example.com,cyberverse.com
300,CyberTech Solutions,300,Islamabad,cybertechsolutions@example.com,cybertechsolutions.com
301,ByteBay Solutions,301,Lahore,bytebaysolutions@example.com,bytebaysolutions.com
302,ByteWorks,302,Peshawar,byteworks@example.com,byteworks.com
303,ByteSavvy,303,Rawalpindi,bytesavvy@example.com,bytesavvy.com
304,InnoWare Innovations,304,Bahawalpur,innowareinnovations@example.com,innowareinnovations.com
305,TechStorm,305,Sialkot,techstorm@example.com,techstorm.com
306,CyberSphere Innovations,306,Sukkur,cybersphereinnovations@example.com,cybersphereinnovations.com
307,DataStream Co.,307,Hyderabad,datastreamco.@example.com,datastreamco..com
308,CodeStorm,308,Abbottabad,codestorm@example.com,codestorm.com
309,DataStream,309,Rawalpindi,datastream@example.com,datastream.com
310,WebStream Innovations,310,Peshawar,webstreaminnovations@example.com,webstreaminnovations.com
311,WebSavvy Innovations,311,Sukkur,websavvyinnovations@example.com,websavvyinnovations.com
312,WebLogic Innovations,312,Gujranwala,weblogicinnovations@example.com,weblogicinnovations.com
313,InfoTech Innovations,313,Lahore,infotechinnovations@example.com,infotechinnovations.com
314,CodeLogic,314,Islamabad,codelogic@example.com,codelogic.com
315,TechSphere Innovations,315,Gujranwala,techsphereinnovations@example.com,techsphereinnovations.com
316,ByteWise Solutions,316,Faisalabad,bytewisesolutions@example.com,bytewisesolutions.com
317,DataDynamix,317,Multan,datadynamix@example.com,datadynamix.com
318,InnoTech,318,Rawalpindi,innotech@example.com,innotech.com
319,TechWorks,319,Karachi,techworks@example.com,techworks.com
320,CyberSphere,320,Lahore,cybersphere@example.com,cybersphere.com
321,CloudEdge Solutions,321,Sialkot,cloudedgesolutions@example.com,cloudedgesolutions.com
322,WebSphere,322,Sialkot,websphere@example.com,websphere.com
323,NetWorx Solutions,323,Multan,networxsolutions@example.com,networxsolutions.com
324,DataStorm Co.,324,Faisalabad,datastormco.@example.com,datastormco..com
325,CloudSphere Systems,325,Islamabad,cloudspheresystems@example.com,cloudspheresystems.com
326,CyberCraft Solutions,326,Rawalpindi,cybercraftsolutions@example.com,cybercraftsolutions.com
327,DataSphere,327,Rawalpindi,datasphere@example.com,datasphere.com
328,InfoCloud Systems,328,Gujranwala,infocloudsystems@example.com,infocloudsystems.com
329,WebCrafters Co.,329,Rawalpindi,webcraftersco.@example.com,webcraftersco..com
330,DataWorks Co.,330,Quetta,dataworksco.@example.com,dataworksco..com
331,CyberSphere,331,Karachi,cybersphere@example.com,cybersphere.com
332,CodeCloud Solutions,332,Faisalabad,codecloudsolutions@example.com,codecloudsolutions.com
333,WebCraft,333,Lahore,webcraft@example.com,webcraft.com
334,DataWorks Co.,334,Sialkot,dataworksco.@example.com,dataworksco..com
335,NetWorks Co.,335,Sialkot,networksco.@example.com,networksco..com
336,InnoGenius,336,Abbottabad,innogenius@example.com,innogenius.com
337,DataStream Technologies,337,Karachi,datastreamtechnologies@example.com,datastreamtechnologies.com
338,InfoNinja Systems,338,Islamabad,infoninjasystems@example.com,infoninjasystems.com
339,CyberNest Solutions,339,Quetta,cybernestsolutions@example.com,cybernestsolutions.com
340,WebGenius,340,Islamabad,webgenius@example.com,webgenius.com
341,DataGenius Co.,341,Karachi,datageniusco.@example.com,datageniusco..com
342,CloudMasters,342,Faisalabad,cloudmasters@example.com,cloudmasters.com
343,DataRangers,343,Abbottabad,datarangers@example.com,datarangers.com
344,TechGenius Co.,344,Gujranwala,techgeniusco.@example.com,techgeniusco..com
345,CyberTech Solutions,345,Sukkur,cybertechsolutions@example.com,cybertechsolutions.com
346,ByteCloud,346,Peshawar,bytecloud@example.com,bytecloud.com
347,CyberTech Solutions,347,Gujranwala,cybertechsolutions@example.com,cybertechsolutions.com
348,CodeSphere Innovations,348,Gujranwala,codesphereinnovations@example.com,codesphereinnovations.com
349,CyberForge Solutions,349,Nawabshah,cyberforgesolutions@example.com,cyberforgesolutions.com
350,TechSphere,350,Multan,techsphere@example.com,techsphere.com
351,DataSphere,351,Hyderabad,datasphere@example.com,datasphere.com
352,InfoCraft,352,Bahawalpur,infocraft@example.com,infocraft.com
353,ByteSavvy,353,Bahawalpur,bytesavvy@example.com,bytesavvy.com
354,CyberStream,354,Sukkur,cyberstream@example.com,cyberstream.com
